@relation adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute salary {>50K,<=50K}

@data
0.438356,Self-emp-inc,0.219957,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.704082,United-States,>50K
0.369863,Private,0.138121,Prof-school,0.933333,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,0.55102,United-States,>50K
0.424658,Private,0.073777,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.704082,United-States,>50K
0.328767,Private,0.10703,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.072981,0,0.5,United-States,>50K
0.246575,Local-gov,0.204746,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.287671,?,0.0392,Masters,0.866667,Married-civ-spouse,?,Wife,Black,Female,0.150242,0,0.010204,United-States,>50K
0.315068,Private,0.143728,Doctorate,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.03103,0,0.397959,India,>50K
0.260274,Federal-gov,0.142039,Assoc-acdm,0.733333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0.397959,United-States,>50K
0.246575,Private,0.143118,HS-grad,0.533333,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0.397959,United-States,>50K
0.191781,Private,0.109967,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5,United-States,>50K
0.39726,Local-gov,0.150666,Bachelors,0.8,Divorced,Prof-specialty,Not-in-family,White,Female,0.04787,0,0.244898,United-States,>50K
0.219178,Private,0.104338,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,White,Male,0.072981,0,0.397959,United-States,>50K
0.178082,Private,0.103216,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0.704082,United-States,>50K
0.178082,Private,0.220335,Assoc-acdm,0.733333,Never-married,Craft-repair,Not-in-family,White,Male,0.04787,0,0.5,United-States,>50K
0.273973,Private,0.134998,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.328767,Private,0.095539,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.076881,0,0.5,United-States,>50K
0.465753,Private,0.144864,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0.397959,United-States,>50K
0.493151,Private,0.075775,HS-grad,0.533333,Divorced,Transport-moving,Not-in-family,White,Male,0,0,0.397959,United-States,>50K
0.150685,Private,0.396084,Assoc-voc,0.666667,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0.397959,United-States,>50K
0.547945,Self-emp-inc,0.110209,Prof-school,0.933333,Married-civ-spouse,Transport-moving,Husband,White,Male,0.150242,0,0.5,United-States,>50K
0.69863,Private,0.146943,Bachelors,0.8,Widowed,Sales,Not-in-family,White,Male,0,0,0.346939,United-States,>50K
0.123288,Private,0.113082,Bachelors,0.8,Never-married,Adm-clerical,Own-child,White,Female,0,0,0.397959,United-States,>50K
0.315068,Local-gov,0.191191,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0.433196,0.397959,?,>50K
0.178082,State-gov,0.142107,Some-college,0.6,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,0.397959,United-States,>50K
0.39726,Local-gov,0.140563,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.397959,United-States,>50K
0.39726,Private,0.218114,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.397959,United-States,>50K
0.712329,?,0.010008,HS-grad,0.533333,Married-civ-spouse,?,Husband,White,Male,0,0,0.602041,United-States,>50K
0.561644,Private,0.098685,Assoc-acdm,0.733333,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0.424242,0.397959,United-States,>50K
0.808219,Self-emp-not-inc,0.013487,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.295918,?,>50K
0.356164,Private,0.169443,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.076881,0,0.530612,United-States,>50K
0.465753,Private,0.01864,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.506849,Private,0.092103,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.540816,United-States,>50K
0.205479,Private,0.134496,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.44898,United-States,>50K
0.30137,Private,0.111784,HS-grad,0.533333,Separated,Exec-managerial,Not-in-family,White,Male,0.143441,0,0.397959,United-States,>50K
0.328767,Private,0.108969,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.657534,?,0.216255,Assoc-voc,0.666667,Married-civ-spouse,?,Husband,White,Male,0,0,0.5,United-States,>50K
0.643836,Private,0.177964,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.30137,Private,0.229577,Some-college,0.6,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,0,0,0.5,United-States,>50K
0.424658,Local-gov,0.012135,Some-college,0.6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.051781,0,0.397959,United-States,>50K
0.726027,Private,0.056132,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.704082,United-States,>50K
0.287671,Private,0.12198,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.232877,?,0.235916,Assoc-voc,0.666667,Married-civ-spouse,?,Husband,White,Male,0.03103,0,0.602041,United-States,>50K
0.205479,Self-emp-not-inc,0.068217,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.076881,0,0.397959,United-States,>50K
0.246575,Private,0.305947,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.438356,Private,0.189973,Masters,0.866667,Divorced,Sales,Not-in-family,White,Male,0.04787,0,0.44898,United-States,>50K
0.506849,Self-emp-inc,0.201712,Bachelors,0.8,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.076881,0,0.397959,?,>50K
0.438356,Self-emp-not-inc,0.173271,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.60274,Private,0.10568,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.39726,Federal-gov,0.01389,Bachelors,0.8,Married-civ-spouse,Tech-support,Husband,White,Male,0.03103,0,0.397959,United-States,>50K
0.328767,Private,0.239949,Bachelors,0.8,Married-civ-spouse,Protective-serv,Husband,White,Male,0.150242,0,0.602041,United-States,>50K
0.493151,Private,0.057736,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.459184,United-States,>50K
0.219178,Private,0.072273,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.534247,Federal-gov,0.037029,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,Portugal,>50K
0.506849,Private,0.18873,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.397959,United-States,>50K
0.767123,Local-gov,0.116624,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.091837,Poland,>50K
0.410959,Private,0.070643,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.5,United-States,>50K
0.164384,Self-emp-inc,0.133966,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.55102,United-States,>50K
0.150685,Private,0.113004,Assoc-voc,0.666667,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.704082,United-States,>50K
0.369863,Private,0.109778,Assoc-voc,0.666667,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.072981,0,0.510204,United-States,>50K
0.616438,Private,0.038912,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.55102,United-States,>50K
0.410959,Private,0.226192,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.44898,United-States,>50K
0.273973,Private,0.088054,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0.397959,Jamaica,>50K
0.424658,Private,0.203703,Bachelors,0.8,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,0.44898,Philippines,>50K
0.520548,Local-gov,0.090298,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.03103,0,0.44898,United-States,>50K
0.506849,Self-emp-inc,0.057358,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.076881,0,0.602041,United-States,>50K
0.205479,Private,0.108083,Assoc-voc,0.666667,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0.397959,United-States,>50K
0.452055,Private,0.203252,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.712329,Private,0.079477,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.093861,0,0.5,United-States,>50K
0.328767,Federal-gov,0.064656,Some-college,0.6,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0.397959,United-States,>50K
0.232877,State-gov,0.211709,Masters,0.866667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.424242,0.397959,United-States,>50K
0.369863,Private,0.049828,HS-grad,0.533333,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0.397959,United-States,>50K
0.260274,Private,0.222328,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.246575,Private,0.103677,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.520408,United-States,>50K
0.493151,State-gov,0.099266,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.150242,0,0.346939,United-States,>50K
0.219178,Private,0.264054,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.326531,United-States,>50K
0.520548,Self-emp-inc,0.076556,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.506849,Self-emp-inc,0.077129,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.575342,Private,0.047279,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.554408,0.44898,United-States,>50K
0.260274,Self-emp-not-inc,0.015608,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.453857,0.653061,United-States,>50K
0.643836,Private,0.177964,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.479452,Private,0.067412,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.44898,El-Salvador,>50K
0.671233,Self-emp-inc,0.043313,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0.5,United-States,>50K
0.452055,Federal-gov,0.226222,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.356164,Local-gov,0.096668,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.150242,0,0.397959,United-States,>50K
0.219178,Private,0.156169,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.602041,United-States,>50K
0.287671,Private,0.175405,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.506849,Self-emp-not-inc,0.075775,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.150242,0,0.520408,United-States,>50K
0.246575,Private,0.033919,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.55102,United-States,>50K
0.246575,Self-emp-not-inc,0.070647,HS-grad,0.533333,Divorced,Sales,Not-in-family,White,Male,0,0,0.5,United-States,>50K
0.328767,Private,0.220496,Prof-school,0.933333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0.5,Japan,>50K
0.136986,Private,0.121253,Bachelors,0.8,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0.397959,Philippines,>50K
0.164384,State-gov,0.128132,Assoc-voc,0.666667,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.397959,United-States,>50K
0.452055,Private,0.135642,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.109589,Private,0.097923,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.438356,Self-emp-not-inc,0.137336,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.178082,Private,0.101147,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.076881,0,0.5,United-States,>50K
0.438356,Private,0.189973,Masters,0.866667,Divorced,Sales,Not-in-family,White,Male,0.04787,0,0.44898,United-States,>50K
0.232877,Private,0.202439,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.205479,Private,0.168273,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.287671,Private,0.085969,Assoc-voc,0.666667,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0.397959,United-States,>50K
0.136986,Private,0.199085,Some-college,0.6,Married-civ-spouse,Sales,Wife,White,Female,0,0,0.418367,United-States,>50K
0.246575,Private,0.024452,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.273973,Private,0.017465,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,United-States,>50K
0.589041,Private,0.123244,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,0.397959,United-States,>50K
0.383562,Private,0.124208,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.453857,0.55102,United-States,>50K
0.465753,Private,0.10137,Bachelors,0.8,Divorced,Exec-managerial,Not-in-family,Black,Male,0.105201,0,0.397959,United-States,>50K
0.410959,Self-emp-not-inc,0.11924,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.328767,Self-emp-inc,0.05573,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.383562,Private,0.022638,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.357143,England,>50K
0.328767,Private,0.060126,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.076881,0,0.377551,United-States,>50K
0.438356,Private,0.093489,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.436639,0.5,United-States,>50K
0.410959,Self-emp-not-inc,0.153903,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.205479,Private,0.124351,Prof-school,0.933333,Married-civ-spouse,Sales,Husband,White,Male,0.150242,0,0.602041,United-States,>50K
0.452055,Self-emp-not-inc,0.019861,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.554408,0.295918,United-States,>50K
0.369863,Self-emp-inc,0.12066,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.315068,Private,0.064881,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.191781,Private,0.127711,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0.150242,0,0.44898,United-States,>50K
0.164384,Private,0.070206,Bachelors,0.8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,>50K
0.150685,Private,0.264387,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,>50K
0.589041,Private,0.089289,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.397959,United-States,>50K
0.287671,Private,0.148561,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,0.653061,United-States,>50K
0.616438,Local-gov,0.069138,Masters,0.866667,Divorced,Prof-specialty,Not-in-family,White,Female,0.105201,0,0.326531,United-States,>50K
0.410959,State-gov,0.140563,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.342466,Private,0.161792,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0.397959,United-States,>50K
0.342466,Self-emp-not-inc,0.114459,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,United-States,>50K
0.780822,Private,0.028414,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.193878,United-States,>50K
0.109589,Private,0.122003,Bachelors,0.8,Never-married,Tech-support,Not-in-family,White,Male,0,0,0.602041,United-States,>50K
0.438356,Self-emp-inc,0.017376,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.657534,Self-emp-inc,0.070858,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.739726,Private,0.116966,Bachelors,0.8,Never-married,Craft-repair,Not-in-family,White,Male,0.116781,0,0.44898,United-States,>50K
0.315068,Local-gov,0.2218,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.397959,United-States,>50K
0.465753,Private,0.085654,HS-grad,0.533333,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0.397959,United-States,>50K
0.315068,Private,0.062724,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.433196,0.397959,United-States,>50K
0.561644,Self-emp-inc,0.219208,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.44898,United-States,>50K
0.328767,Private,0.044118,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.424242,0.653061,United-States,>50K
0.438356,Private,0.076708,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.602041,United-States,>50K
0.39726,Private,0.089521,HS-grad,0.533333,Married-civ-spouse,Sales,Wife,White,Female,0,0,0.397959,United-States,>50K
0.178082,Private,0.097929,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.150242,0,0.602041,United-States,>50K
0.273973,Self-emp-not-inc,0.121244,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.04386,0,0.5,United-States,>50K
0.60274,Self-emp-not-inc,0.05709,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,England,>50K
0.356164,Self-emp-inc,0.201945,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.44898,United-States,>50K
0.232877,Private,0.138352,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,Iran,>50K
0.273973,Private,0.07116,HS-grad,0.533333,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0.278283,0,0.479592,United-States,>50K
0.315068,Private,0.054236,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.459184,United-States,>50K
0.205479,Private,0.133762,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.191781,Private,0.118292,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.5,Jamaica,>50K
0.849315,Self-emp-not-inc,0.049394,Assoc-voc,0.666667,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.193878,United-States,>50K
0.315068,Private,0.103828,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.55102,United-States,>50K
0.671233,Self-emp-inc,0.166455,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.418962,0.091837,United-States,>50K
0.287671,State-gov,0.131694,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.44898,United-States,>50K
0.287671,Local-gov,0.041581,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0.602041,United-States,>50K
0.30137,Private,0.069699,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.30137,Local-gov,0.069006,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0.5,United-States,>50K
0.369863,Self-emp-inc,0.063207,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.581633,United-States,>50K
0.383562,Self-emp-not-inc,0.013502,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.397959,United-States,>50K
0.712329,Self-emp-not-inc,0.1324,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.093861,0,0.72449,United-States,>50K
0.60274,Self-emp-not-inc,0.144357,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.5,United-States,>50K
0.452055,State-gov,0.191055,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.436639,0.44898,United-States,>50K
0.493151,Local-gov,0.140922,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0.04386,0,0.397959,United-States,>50K
0.342466,Federal-gov,0.309673,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.397959,United-States,>50K
0.534247,?,0.082655,Masters,0.866667,Never-married,?,Not-in-family,White,Female,0,0,0.5,United-States,>50K
0.30137,Private,0.187559,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.436639,0.5,United-States,>50K
0.328767,Private,0.135053,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.479452,Self-emp-inc,0.171447,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.602041,United-States,>50K
0.383562,Private,0.093489,Some-college,0.6,Divorced,Craft-repair,Not-in-family,White,Male,0.278283,0,0.561224,United-States,>50K
0.410959,Local-gov,0.188179,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.453857,0.408163,United-States,>50K
0.315068,Private,0.045615,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.755102,United-States,>50K
0.246575,Private,0.064756,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.153061,United-States,>50K
0.369863,Self-emp-not-inc,0.117227,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,0.479592,South,>50K
0.246575,Private,0.063377,Bachelors,0.8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0.397959,United-States,>50K
0.369863,Self-emp-not-inc,0.153375,HS-grad,0.533333,Married-civ-spouse,Sales,Wife,White,Female,0,0,0.397959,United-States,>50K
0.69863,Private,0.071769,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.200512,0,0.44898,United-States,>50K
0.465753,Private,0.065664,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.469388,United-States,>50K
0.328767,Private,0.097323,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0.5,United-States,>50K
0.547945,Self-emp-not-inc,0.014239,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0.397959,United-States,>50K
0.246575,Private,0.165945,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.076881,0,0.377551,United-States,>50K
0.30137,Private,0.113331,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0.150242,0,0.5,United-States,>50K
0.465753,Self-emp-not-inc,0.161654,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.072981,0,0.479592,United-States,>50K
0.178082,Private,0.065534,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.397959,United-States,>50K
0.383562,Private,0.114139,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.076881,0,0.5,United-States,>50K
0.09589,Private,0.396371,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.076881,0,0.44898,United-States,>50K
0.178082,Private,0.02741,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.520408,United-States,>50K
0.438356,Private,0.126134,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.072981,0,0.397959,United-States,>50K
0.424658,Private,0.174469,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.123288,State-gov,0.088834,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,0.397959,United-States,>50K
0.342466,Self-emp-inc,0.073878,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0.397959,United-States,>50K
0.260274,Private,0.139151,HS-grad,0.533333,Divorced,Prof-specialty,Own-child,White,Female,0,0,0.397959,United-States,>50K
0.260274,Private,0.146193,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0,0.5,United-States,>50K
0.315068,Local-gov,0.121156,Some-college,0.6,Married-civ-spouse,Protective-serv,Husband,White,Male,0.072981,0,0.397959,United-States,>50K
0.643836,State-gov,0.140387,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0.5,Columbia,>50K
0.136986,Self-emp-inc,0.073774,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.433196,0.44898,United-States,>50K
