@relation training_tutorial1+

@attribute future_score numeric
@attribute current_score numeric
@attribute food numeric
@attribute capsules numeric
@attribute ghost0_dist numeric
@attribute ghost0_dire {NULL,West,East,North,South}
@attribute ghost1_dist numeric
@attribute ghost1_dire {NULL,West,East,North,South}
@attribute ghost2_dist numeric
@attribute ghost2_dire {NULL,West,East,North,South}
@attribute ghost3_dist numeric
@attribute ghost3_dire {NULL,West,East,North,South}
@attribute prev_action {Stop,West,East,North,South}

@data
379,380,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,South
378,379,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
377,378,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
376,377,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
375,376,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
374,375,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
373,374,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
372,373,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
371,372,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
370,371,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
369,370,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
368,369,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
367,368,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
366,367,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
365,366,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
364,365,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
363,364,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
362,363,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
361,362,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
360,361,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
359,360,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
358,359,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
357,358,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
356,357,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
355,356,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
354,355,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
353,354,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
352,353,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
351,352,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
350,351,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
349,350,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
348,349,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
347,348,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
346,347,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
345,346,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
344,345,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
343,344,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
342,343,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
341,342,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,South
340,341,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
339,340,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,South
338,339,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
337,338,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
336,337,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
335,336,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
334,335,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
333,334,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
332,333,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
331,332,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
330,331,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
329,330,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
328,329,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
327,328,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
326,327,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,South
325,326,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
324,325,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
323,324,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
322,323,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
321,322,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
320,321,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,West
319,320,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
318,319,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
317,318,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
316,317,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
315,316,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
314,315,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
313,314,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
312,313,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
311,312,0,0,-1,NULL,-1,NULL,-1,NULL,11,North,South
310,311,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,North
309,310,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
308,309,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,East
307,308,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
306,307,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
305,306,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
304,305,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
303,304,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
302,303,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
301,302,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
300,301,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,West
299,300,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
298,299,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
297,298,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
296,297,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
295,296,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
294,295,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
293,294,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
292,293,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
291,292,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
290,291,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
289,290,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
288,289,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
287,288,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
286,287,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
285,286,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,East
284,285,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
283,284,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
282,283,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
281,282,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
280,281,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
279,280,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,West
278,279,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
277,278,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,North
276,277,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
275,276,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
274,275,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
273,274,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
272,273,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
271,272,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
270,271,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
269,270,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
268,269,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
267,268,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
266,267,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
265,266,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
264,265,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
263,264,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
262,263,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,South
261,262,0,0,-1,NULL,-1,NULL,-1,NULL,2,North,North
260,261,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
259,260,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,North
258,259,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
257,258,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
256,257,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
255,256,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,West
254,255,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
253,254,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
252,253,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
251,252,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
250,251,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
249,250,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
248,249,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
247,248,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
246,247,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
245,246,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
244,245,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
243,244,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
242,243,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
241,242,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
240,241,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
239,240,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
238,239,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
237,238,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,East
236,237,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
235,236,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
234,235,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
233,234,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
232,233,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,West
231,232,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
230,231,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,South
229,230,0,0,-1,NULL,-1,NULL,-1,NULL,8,North,North
228,229,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,West
227,228,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
226,227,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
225,226,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
224,225,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
223,224,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
222,223,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
221,222,0,0,-1,NULL,-1,NULL,-1,NULL,11,North,South
220,221,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
219,220,0,0,-1,NULL,-1,NULL,-1,NULL,10,North,South
218,219,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,North
217,218,0,0,-1,NULL,-1,NULL,-1,NULL,9,North,South
216,217,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
215,216,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
214,215,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
213,214,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,East
212,213,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
211,212,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
210,211,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
209,210,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
208,209,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
207,208,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
206,207,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
205,206,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
204,205,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
203,204,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
202,203,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
201,202,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
200,201,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,North
199,200,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
198,199,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
197,198,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
196,197,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
195,196,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
194,195,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
193,194,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
192,193,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
191,192,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
190,191,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
189,190,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
188,189,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
187,188,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
186,187,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
185,186,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
184,185,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
183,184,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
182,183,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
181,182,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
180,181,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
179,180,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
178,179,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
177,178,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
176,177,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
175,176,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
174,175,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
173,174,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
172,173,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,West
171,172,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
170,171,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
169,170,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
168,169,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
167,168,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,North
166,167,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
165,166,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
164,165,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
163,164,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
162,163,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,West
161,162,0,0,-1,NULL,-1,NULL,-1,NULL,7,North,South
160,161,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,North
159,160,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
158,159,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
157,158,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,East
156,157,0,0,-1,NULL,-1,NULL,-1,NULL,5,North,South
155,156,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
154,155,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
153,154,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
152,153,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
151,152,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,North
150,151,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
149,150,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
148,149,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,West
147,148,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
146,147,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
145,146,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,South
144,145,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,North
143,144,0,0,-1,NULL,-1,NULL,-1,NULL,6,West,East
142,143,0,0,-1,NULL,-1,NULL,-1,NULL,4,West,West
141,142,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,South
140,141,0,0,-1,NULL,-1,NULL,-1,NULL,3,West,North
139,140,0,0,-1,NULL,-1,NULL,-1,NULL,3,North,South
138,139,0,0,-1,NULL,-1,NULL,-1,NULL,3,West,North
137,138,0,0,-1,NULL,-1,NULL,-1,NULL,4,West,East
136,137,0,0,-1,NULL,-1,NULL,-1,NULL,4,West,West
135,136,0,0,-1,NULL,-1,NULL,-1,NULL,4,West,South
134,135,0,0,-1,NULL,-1,NULL,-1,NULL,4,West,West
133,134,0,0,-1,NULL,-1,NULL,-1,NULL,2,West,West
0,0,0,0,7,East,7,East,13,East,15,East,Stop
-1,0,0,0,6,East,6,East,12,East,14,East,East
-2,-1,0,0,5,East,5,East,11,East,13,East,East
-3,-2,0,0,4,South,4,East,10,East,12,East,East
-4,-3,0,0,3,South,3,East,9,East,11,East,East
-5,-4,0,0,4,South,4,East,10,East,12,East,West
-6,-5,0,0,5,East,5,East,11,East,13,East,West
-7,-6,0,0,4,South,4,East,10,East,12,East,East
-8,-7,0,0,3,South,3,East,9,East,11,East,East
-9,-8,0,0,4,South,4,East,10,East,12,East,West
-10,-9,0,0,3,South,3,East,9,East,11,East,East
-11,-10,0,0,2,South,2,East,8,East,10,East,East
-12,-11,0,0,3,South,1,East,7,East,9,East,East
187,-12,0,0,4,South,-1,NULL,6,South,8,East,East
186,187,0,0,5,West,-1,NULL,5,South,7,East,East
185,186,0,0,4,South,-1,NULL,6,South,8,East,West
184,185,0,0,3,South,-1,NULL,7,East,9,East,West
183,184,0,0,2,South,-1,NULL,6,East,10,East,South
182,183,0,0,1,West,-1,NULL,5,East,11,East,South
381,182,0,0,-1,NULL,-1,NULL,6,East,12,East,West
380,381,0,0,-1,NULL,-1,NULL,5,East,11,East,East
379,380,0,0,-1,NULL,-1,NULL,4,East,10,East,East
378,379,0,0,-1,NULL,-1,NULL,3,East,9,East,East
377,378,0,0,-1,NULL,-1,NULL,2,South,8,East,East
376,377,0,0,-1,NULL,-1,NULL,1,East,9,East,South
575,376,0,0,-1,NULL,-1,NULL,-1,NULL,8,East,East
574,575,0,0,-1,NULL,-1,NULL,-1,NULL,7,East,East
573,574,0,0,-1,NULL,-1,NULL,-1,NULL,6,North,East
572,573,0,0,-1,NULL,-1,NULL,-1,NULL,5,East,North
571,572,0,0,-1,NULL,-1,NULL,-1,NULL,4,North,East
570,571,0,0,-1,NULL,-1,NULL,-1,NULL,3,East,North
569,570,0,0,-1,NULL,-1,NULL,-1,NULL,2,East,North
568,569,0,0,-1,NULL,-1,NULL,-1,NULL,1,East,East
0,0,121,2,14,South,12,East,15,East,21,East,Stop
-1,0,121,2,13,South,11,East,14,East,20,East,East
-2,-1,121,2,12,South,10,South,13,East,19,East,East
97,-2,120,2,11,South,9,East,14,East,18,East,South
196,97,119,2,10,South,8,South,13,East,17,East,East
295,196,118,2,9,South,7,East,14,East,16,East,South
294,295,118,2,8,South,6,South,13,East,15,East,East
393,294,117,2,7,South,5,East,14,East,14,East,South
492,393,116,2,6,South,4,South,13,East,13,East,East
491,492,116,2,5,South,3,East,14,East,14,East,South
590,491,115,2,6,South,2,South,13,East,13,East,East
689,590,114,2,5,South,1,East,14,East,14,East,South
888,689,114,2,6,South,-1,NULL,13,East,13,East,East
887,888,114,2,5,South,-1,NULL,14,East,14,East,South
986,887,113,2,4,South,-1,NULL,15,East,15,East,South
1085,986,112,2,3,West,-1,NULL,16,North,16,East,South
1184,1085,111,2,2,South,-1,NULL,17,East,17,East,West
1283,1184,110,2,1,West,-1,NULL,18,North,18,East,South
1482,1283,110,2,-1,NULL,-1,NULL,19,East,19,East,West
1481,1482,110,2,-1,NULL,-1,NULL,18,North,18,East,East
1480,1481,110,2,-1,NULL,-1,NULL,17,East,17,East,North
1479,1480,110,2,-1,NULL,-1,NULL,16,North,16,East,East
1478,1479,110,2,-1,NULL,-1,NULL,15,East,15,East,North
1577,1478,109,2,-1,NULL,-1,NULL,14,North,14,East,East
1576,1577,109,2,-1,NULL,-1,NULL,13,East,13,East,North
1575,1576,109,2,-1,NULL,-1,NULL,12,North,12,East,East
1574,1575,109,2,-1,NULL,-1,NULL,11,East,11,East,North
1573,1574,109,2,-1,NULL,-1,NULL,10,North,10,East,East
1572,1573,109,2,-1,NULL,-1,NULL,9,East,9,East,North
1671,1572,108,2,-1,NULL,-1,NULL,8,North,8,East,East
1670,1671,108,2,-1,NULL,-1,NULL,7,East,7,East,North
1669,1670,108,2,-1,NULL,-1,NULL,6,North,6,East,East
1768,1669,107,2,-1,NULL,-1,NULL,5,East,7,East,North
1867,1768,106,2,-1,NULL,-1,NULL,4,North,6,East,East
1966,1867,105,2,-1,NULL,-1,NULL,3,East,7,East,North
1965,1966,105,2,-1,NULL,-1,NULL,2,North,6,East,East
2064,1965,104,2,-1,NULL,-1,NULL,1,East,7,East,North
2263,2064,104,2,-1,NULL,-1,NULL,-1,NULL,6,South,East
2262,2263,104,2,-1,NULL,-1,NULL,-1,NULL,5,East,South
2361,2262,103,2,-1,NULL,-1,NULL,-1,NULL,4,South,East
2460,2361,102,2,-1,NULL,-1,NULL,-1,NULL,3,East,South
2559,2460,101,2,-1,NULL,-1,NULL,-1,NULL,2,South,East
2558,2559,101,2,-1,NULL,-1,NULL,-1,NULL,1,East,South
0,0,53,2,12,West,5,North,6,North,13,East,Stop
99,0,52,2,11,West,4,North,7,North,14,East,West
98,99,52,2,12,West,5,North,6,North,13,East,East
197,98,51,2,13,West,6,North,5,North,12,East,East
296,197,50,2,14,West,7,North,4,North,11,East,East
395,296,49,2,15,West,8,North,5,North,10,East,East
394,395,49,2,14,West,7,North,4,North,11,East,West
393,394,49,2,13,West,6,North,5,North,12,East,West
392,393,49,2,14,West,7,North,4,North,11,East,East
391,392,49,2,15,West,8,North,5,North,10,East,East
490,391,48,2,16,West,9,West,6,North,9,East,East
589,490,47,2,15,West,8,West,5,North,8,East,North
688,589,46,2,14,West,7,West,4,North,7,East,North
787,688,45,2,13,West,6,West,3,West,6,East,North
886,787,44,2,12,West,5,West,2,West,5,East,North
985,886,43,2,13,West,6,West,3,West,4,East,East
984,985,43,2,12,West,5,West,2,West,5,East,West
983,984,43,2,13,West,6,West,3,West,4,East,East
982,983,43,2,12,West,5,West,2,West,5,East,West
981,982,43,2,13,West,6,West,3,West,4,East,East
980,981,43,2,12,West,5,West,2,West,5,East,West
979,980,43,2,13,West,6,West,3,West,4,East,East
978,979,43,2,12,West,5,West,2,West,5,East,West
977,978,43,2,13,West,6,West,3,West,4,East,East
976,977,43,2,12,West,5,West,2,West,5,East,West
975,976,43,2,13,West,6,West,3,West,6,East,South
1074,975,42,2,14,West,7,West,4,West,5,East,East
1073,1074,42,2,13,West,6,West,3,West,6,East,West
1072,1073,42,2,14,West,7,West,4,West,5,East,East
1071,1072,42,2,13,West,6,West,3,West,6,East,West
1070,1071,42,2,14,West,7,West,4,North,7,East,South
1069,1070,42,2,13,West,6,West,3,West,6,East,North
1068,1069,42,2,14,West,7,West,4,West,5,East,East
1067,1068,42,2,13,West,6,West,3,West,6,East,West
1066,1067,42,2,12,West,5,West,2,West,5,East,North
1065,1066,42,2,13,West,6,West,3,West,4,East,East
1064,1065,42,2,12,West,5,West,2,West,5,East,West
1063,1064,42,2,13,West,6,West,3,West,4,East,East
1062,1063,42,2,12,West,5,West,2,West,5,East,West
1061,1062,42,2,13,West,6,West,3,West,4,East,East
1060,1061,42,2,12,West,5,West,2,West,5,East,West
1059,1060,42,2,13,West,6,West,3,West,4,East,East
1058,1059,42,2,12,West,5,West,2,West,5,East,West
1057,1058,42,2,13,West,6,West,3,West,6,East,South
1056,1057,42,2,14,West,7,West,4,West,5,East,East
1055,1056,42,2,13,West,6,West,3,West,6,East,West
1054,1055,42,2,12,West,5,West,2,West,5,East,North
1053,1054,42,2,13,West,6,West,3,West,6,East,South
1052,1053,42,2,14,West,7,West,4,North,7,East,South
1051,1052,42,2,13,West,6,West,3,West,6,East,North
1050,1051,42,2,12,West,5,West,2,West,5,East,North
1049,1050,42,2,13,West,6,West,3,West,4,East,East
1048,1049,42,2,12,West,5,West,2,West,5,East,West
1047,1048,42,2,13,West,6,West,3,West,6,East,South
1046,1047,42,2,12,West,5,West,2,West,5,East,North
1045,1046,42,2,13,West,6,West,3,West,4,East,East
1044,1045,42,2,12,West,5,West,2,West,5,East,West
1043,1044,42,2,13,West,6,West,3,West,6,East,South
1042,1043,42,2,14,West,7,West,4,North,7,East,South
1041,1042,42,2,13,West,6,West,3,West,6,East,North
1040,1041,42,2,12,West,5,West,2,West,5,East,North
1039,1040,42,2,13,West,6,West,3,West,6,East,South
1038,1039,42,2,12,West,5,West,2,West,5,East,North
1037,1038,42,2,13,West,6,West,3,West,4,East,East
1036,1037,42,2,12,West,5,West,2,West,5,East,West
1035,1036,42,2,13,West,6,West,3,West,6,East,South
1034,1035,42,2,14,West,7,West,4,West,5,East,East
1033,1034,42,2,13,West,6,West,3,West,6,East,West
1032,1033,42,2,14,West,7,West,4,West,5,East,East
1031,1032,42,2,13,West,6,West,3,West,6,East,West
1030,1031,42,2,14,West,7,West,4,West,5,East,East
1029,1030,42,2,13,West,6,West,3,West,6,East,West
1028,1029,42,2,14,West,7,West,4,North,7,East,South
1027,1028,42,2,13,West,6,West,3,West,6,East,North
1026,1027,42,2,12,West,5,West,2,West,5,East,North
1025,1026,42,2,13,West,6,West,3,West,6,East,South
1024,1025,42,2,14,West,7,West,4,West,5,East,East
1023,1024,42,2,13,West,6,West,3,West,6,East,West
1022,1023,42,2,12,West,5,West,2,West,5,East,North
1021,1022,42,2,13,West,6,West,3,West,4,East,East
1020,1021,42,2,12,West,5,West,2,West,5,East,West
1019,1020,42,2,13,West,6,West,3,West,6,East,South
1018,1019,42,2,14,West,7,West,4,North,7,East,South
1017,1018,42,2,13,West,6,West,3,West,6,East,North
1016,1017,42,2,12,West,5,West,2,West,5,East,North
1015,1016,42,2,13,West,6,West,3,West,4,East,East
1014,1015,42,2,12,West,5,West,2,West,5,East,West
1013,1014,42,2,13,West,6,West,3,West,4,East,East
1012,1013,42,2,12,West,5,West,2,West,5,East,West
1011,1012,42,2,13,West,6,West,3,West,4,East,East
1010,1011,42,2,12,West,5,West,2,West,5,East,West
1009,1010,42,2,13,West,6,West,3,West,4,East,East
1008,1009,42,2,12,West,5,West,2,West,5,East,West
1007,1008,42,2,13,West,6,West,3,West,6,East,South
1006,1007,42,2,12,West,5,West,2,West,5,East,North
1005,1006,42,2,13,West,6,West,3,West,4,East,East
1004,1005,42,2,12,West,5,West,2,West,5,East,West
1003,1004,42,2,13,West,6,West,3,West,6,East,South
1002,1003,42,2,14,West,7,West,4,West,5,East,East
